NAME,GENUS,SPECIES,STRAIN,TAXONOMY
Aspergillus_fumigatus_z5,Aspergillus,fumigatus,z5,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Cryptococcus_amylolentus_cbs_6039,Cryptococcus,amylolentus,cbs_6039,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Aspergillus_niger,Aspergillus,niger,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Fusarium_venenatum,Fusarium,venenatum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Rhizophagus_irregularis_daom_181602,Rhizophagus,irregularis,daom_181602,phylum:Mucoromycota;subphylum:Glomeromycotina;class:Glomeromycetes;;family:Glomeraceae;genus:Rhizophagus
Zygosaccharomyces_bailii_isa1307,Zygosaccharomyces,bailii,isa1307,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Zygosaccharomyces
Candida_albicans_p37039,Candida,albicans,p37039,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Cryptococcus_neoformans_var_grubii_a1_35_8,Cryptococcus,neoformans,var_grubii_a1_35_8,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Saccharomyces_cerevisiae_r103,Saccharomyces,cerevisiae,r103,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Saccharomyces_cerevisiae_fosterso,Saccharomyces,cerevisiae,fosterso,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Saccharomyces_cerevisiae_vl3,Saccharomyces,cerevisiae,vl3,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Pseudogymnoascus_destructans_20631_21,Pseudogymnoascus,destructans,20631_21,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
Nannizzia_gypsea_cbs_118893,Nannizzia,gypsea,cbs_118893,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Nannizzia
Moesziomyces_antarcticus_t_34,Moesziomyces,antarcticus,t_34,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Ustilaginomycetes;;family:Ustilaginaceae;genus:Moesziomyces
Schizosaccharomyces_japonicus,Schizosaccharomyces,japonicus,,phylum:Ascomycota;subphylum:Taphrinomycotina;class:Schizosaccharomycetes;;family:Schizosaccharomycetaceae;genus:Schizosaccharomyces
candida_tenuis_atcc_10573,candida,tenuis,atcc_10573,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Yamadazyma
Cryptococcus_neoformans_var_grubii_a2_102_5,Cryptococcus,neoformans,var_grubii_a2_102_5,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Cryptococcus_gattii_vgii_la55,Cryptococcus,gattii,vgii_la55,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Saccharomyces_cerevisiae_yjm1355,Saccharomyces,cerevisiae,yjm1355,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Cordyceps_fumosorosea_arsef_2679,Cordyceps,fumosorosea,arsef_2679,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Cordycipitaceae;genus:Cordyceps
Termitomyces_sp_j132,Termitomyces,sp,j132,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Lyophyllaceae;genus:Termitomyces
candida_pseudohaemulonis,candida,pseudohaemulonis,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Metschnikowiaceae;genus:Clavispora
Sclerotinia_sclerotiorum,Sclerotinia,sclerotiorum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Sclerotiniaceae;genus:Sclerotinia
Saccharomyces_cerevisiae_yjm451,Saccharomyces,cerevisiae,yjm451,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Cryptococcus_neoformans_var_grubii_mw_rsa36,Cryptococcus,neoformans,var_grubii_mw_rsa36,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Penicillium_antarcticum,Penicillium,antarcticum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Penicillium
Coniochaeta_ligniaria_nrrl_30616,Coniochaeta,ligniaria,nrrl_30616,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Coniochaetaceae;genus:Coniochaeta
Hortaea_werneckii_exf_2000,Hortaea,werneckii,exf_2000,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Teratosphaeriaceae;genus:Hortaea
Saccharomyces_cerevisiae_yjm1573,Saccharomyces,cerevisiae,yjm1573,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Diaporthe_ampelina,Diaporthe,ampelina,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Diaporthaceae;genus:Diaporthe
Saccharomyces_cerevisiae_yjm456,Saccharomyces,cerevisiae,yjm456,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Schizophyllum_commune_h4_8,Schizophyllum,commune,h4_8,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Schizophyllaceae;genus:Schizophyllum
Histoplasma_capsulatum_h88,Histoplasma,capsulatum,h88,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ajellomycetaceae;genus:Histoplasma
Candida_albicans_gc75,Candida,albicans,gc75,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Saccharomyces_cerevisiae_yjm984,Saccharomyces,cerevisiae,yjm984,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Saccharomyces_cerevisiae,Saccharomyces,cerevisiae,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Saccharomyces_cerevisiae_yjm1415,Saccharomyces,cerevisiae,yjm1415,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Cryptococcus_neoformans_var_grubii_bt85,Cryptococcus,neoformans,var_grubii_bt85,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Saccharomyces_cerevisiae_yjm1477,Saccharomyces,cerevisiae,yjm1477,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Aspergillus_indologenus_cbs_114_80,Aspergillus,indologenus,cbs_114_80,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Thielaviopsis_punctulata,Thielaviopsis,punctulata,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Ceratocystidaceae;genus:Thielaviopsis
Saccharomyces_cerevisiae_yjm1389,Saccharomyces,cerevisiae,yjm1389,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Debaryomyces_hansenii_cbs767,Debaryomyces,hansenii,cbs767,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Debaryomyces
Neurospora_crassa,Neurospora,crassa,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Sordariaceae;genus:Neurospora
Fusarium_oxysporum_f_sp_radicis_lycopersici_26381,Fusarium,oxysporum,f_sp_radicis_lycopersici_26381,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Drechmeria_coniospora,Drechmeria,coniospora,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Ophiocordycipitaceae;genus:Drechmeria
Trichoderma_atroviride_imi_206040,Trichoderma,atroviride,imi_206040,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
Neolentinus_lepideus_hhb14362_ss_1,Neolentinus,lepideus,hhb14362_ss_1,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Gloeophyllaceae;genus:Neolentinus
Saccharomyces_cerevisiae_yjm189,Saccharomyces,cerevisiae,yjm189,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Kwoniella_mangroviensis_cbs_8507,Kwoniella,mangroviensis,cbs_8507,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Kwoniella
Cryptococcus_neoformans_var_grubii,Cryptococcus,neoformans,var_grubii,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Trichoderma_asperellum_cbs_433_97,Trichoderma,asperellum,cbs_433_97,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
Trichophyton_mentagrophytes,Trichophyton,mentagrophytes,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Saccharomyces_cerevisiae_yjm1385,Saccharomyces,cerevisiae,yjm1385,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Trichophyton_rubrum_mr1459,Trichophyton,rubrum,mr1459,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Trichophyton
Kluyveromyces_marxianus_dmku3_1042,Kluyveromyces,marxianus,dmku3_1042,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Kluyveromyces
Emmonsia_crescens_uamh_3008,Emmonsia,crescens,uamh_3008,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ajellomycetaceae;genus:Emmonsia
Trachipleistophora_hominis,Trachipleistophora,hominis,,phylum:Microsporidia;;;;family:Pleistophoridae;genus:Trachipleistophora
Paracoccidioides_brasiliensis_pb03,Paracoccidioides,brasiliensis,pb03,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;;genus:Paracoccidioides
Basidiobolus_meristosporus_cbs_931_73,Basidiobolus,meristosporus,cbs_931_73,phylum:Zoopagomycota;subphylum:Entomophthoromycotina;class:Basidiobolomycetes;;family:Basidiobolaceae;genus:Basidiobolus
Ustilaginoidea_virens,Ustilaginoidea,virens,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Clavicipitaceae;genus:Ustilaginoidea
Zygosaccharomyces_rouxii,Zygosaccharomyces,rouxii,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Zygosaccharomyces
Saccharomyces_cerevisiae_p301,Saccharomyces,cerevisiae,p301,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Fusarium_oxysporum_f_sp_cubense_race_4,Fusarium,oxysporum,f_sp_cubense_race_4,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Tilletiopsis_washingtonensis,Tilletiopsis,washingtonensis,,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Exobasidiomycetes;;;genus:Tilletiopsis
Phanerochaete_carnosa_hhb_10118_sp,Phanerochaete,carnosa,hhb_10118_sp,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Phanerochaetaceae;genus:Phanerochaete
Tulasnella_calospora_mut_4182,Tulasnella,calospora,mut_4182,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Tulasnellaceae;genus:Tulasnella
Trichoderma_harzianum_cbs_226_95,Trichoderma,harzianum,cbs_226_95,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
Aspergillus_taichungensis,Aspergillus,taichungensis,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Pichia_kudriavzevii,Pichia,kudriavzevii,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Pichiaceae;genus:Pichia
Candida_albicans_19f,Candida,albicans,19f,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Hanseniaspora_valbyensis_nrrl_y_1626,Hanseniaspora,valbyensis,nrrl_y_1626,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycodaceae;genus:Hanseniaspora
Candida_albicans_p76055,Candida,albicans,p76055,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Aspergillus_brunneoviolaceus_cbs_621_78,Aspergillus,brunneoviolaceus,cbs_621_78,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Aspergillus_novofumigatus_ibt_16806,Aspergillus,novofumigatus,ibt_16806,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Cercospora_berteroae,Cercospora,berteroae,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Mycosphaerellaceae;genus:Cercospora
Pichia_kudriavzevii,Pichia,kudriavzevii,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Pichiaceae;genus:Pichia
Fusarium_oxysporum_f_sp_lycopersici_4287,Fusarium,oxysporum,f_sp_lycopersici_4287,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Alternaria_alternata,Alternaria,alternata,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Pleosporaceae;genus:Alternaria
Mortierella_elongata_ag_77,Mortierella,elongata,ag_77,phylum:Mucoromycota;subphylum:Mortierellomycotina;class:Mortierellomycetes;;family:Mortierellaceae;genus:Linnemannia
Bipolaris_oryzae_atcc_44560,Bipolaris,oryzae,atcc_44560,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Pleosporaceae;genus:Bipolaris
Schizosaccharomyces_cryophilus,Schizosaccharomyces,cryophilus,,phylum:Ascomycota;subphylum:Taphrinomycotina;class:Schizosaccharomycetes;;family:Schizosaccharomycetaceae;genus:Schizosaccharomyces
Cryptococcus_neoformans_var_grubii_br795,Cryptococcus,neoformans,var_grubii_br795,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Aspergillus_fumigatus,Aspergillus,fumigatus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Agaricus_bisporus_var_burnettii_jb137_s8,Agaricus,bisporus,var_burnettii_jb137_s8,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;subclass:Agaricomycetidae;family:Agaricaceae;genus:Agaricus
Ceratocystis_platani,Ceratocystis,platani,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Ceratocystidaceae;genus:Ceratocystis
Acidomyces_richmondensis_bfw,Acidomyces,richmondensis,bfw,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Dothideomycetidae;family:Teratosphaeriaceae;genus:Acidomyces
Botryobasidium_botryosum_fd_172_ss1,Botryobasidium,botryosum,fd_172_ss1,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Botryobasidiaceae;genus:Botryobasidium
Cryptococcus_gattii_vgii_99_473,Cryptococcus,gattii,vgii_99_473,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Rhodotorula_toruloides,Rhodotorula,toruloides,,phylum:Basidiomycota;subphylum:Pucciniomycotina;class:Microbotryomycetes;;family:Sporidiobolaceae;genus:Rhodotorula
Melampsora_laricipopulina,Melampsora,laricipopulina,,phylum:Basidiomycota;subphylum:Pucciniomycotina;class:Pucciniomycetes;;family:Melampsoraceae;genus:Melampsora
Chaetomium_thermophilum_var_thermophilum_dsm_1495,Chaetomium,thermophilum,var_thermophilum_dsm_1495,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Chaetomiaceae;genus:Chaetomium
Microsporum_canis_cbs_113480,Microsporum,canis,cbs_113480,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Arthrodermataceae;genus:Microsporum
Saccharomyces_cerevisiae_yjm453,Saccharomyces,cerevisiae,yjm453,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Syncephalastrum_racemosum,Syncephalastrum,racemosum,,phylum:Mucoromycota;subphylum:Mucoromycotina;class:Mucoromycetes;;family:Syncephalastraceae;genus:Syncephalastrum
Malassezia_globosa_cbs_7966,Malassezia,globosa,cbs_7966,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Malasseziomycetes;;family:Malasseziaceae;genus:Malassezia
Epicoccum_nigrum,Epicoccum,nigrum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Didymellaceae;genus:Epicoccum
Candida_albicans_p78048,Candida,albicans,p78048,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Podospora_anserina_s_mat_,Podospora,anserina,s_mat_,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Chaetomiaceae;genus:Podospora
Saccharomyces_cerevisiae_yjm555,Saccharomyces,cerevisiae,yjm555,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Phaeosphaeria_nodorum,Phaeosphaeria,nodorum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Phaeosphaeriaceae;genus:Parastagonospora
Encephalitozoon_cuniculi_ecuniii_l,Encephalitozoon,cuniculi,ecuniii_l,phylum:Microsporidia;;;;family:Unikaryonidae;genus:Encephalitozoon
Tuber_magnatum,Tuber,magnatum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Pezizomycetes;;family:Tuberaceae;genus:Tuber
Botrytis_cinerea,Botrytis,cinerea,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Sclerotiniaceae;genus:Botrytis
Fusarium_oxysporum_fosc_3_a,Fusarium,oxysporum,fosc_3_a,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Anaeromyces_robustus,Anaeromyces,robustus,,phylum:Chytridiomycota;;class:Neocallimastigomycetes;;family:Neocallimastigaceae;genus:Anaeromyces
Fusarium_verticillioides,Fusarium,verticillioides,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Nectriaceae;genus:Fusarium
Puccinia_triticina,Puccinia,triticina,,phylum:Basidiomycota;subphylum:Pucciniomycotina;class:Pucciniomycetes;;family:Pucciniaceae;genus:Puccinia
Trichoderma_harzianum,Trichoderma,harzianum,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Hypocreaceae;genus:Trichoderma
Thermothelomyces_thermophila_atcc_42464,Thermothelomyces,thermophila,atcc_42464,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Sordariomycetidae;family:Chaetomiaceae;genus:Thermothelomyces
Mitosporidium_daphniae,Mitosporidium,daphniae,,phylum:Microsporidia;;;;;genus:Mitosporidium
Candida_albicans_p57055,Candida,albicans,p57055,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Debaryomycetaceae;genus:Candida
Glarea_lozoyensis_atcc_20868,Glarea,lozoyensis,atcc_20868,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Helotiaceae;genus:Glarea
Emmonsia_parva_uamh_139,Emmonsia,parva,uamh_139,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ajellomycetaceae;genus:Blastomyces
Rhizophagus_irregularis,Rhizophagus,irregularis,,phylum:Mucoromycota;subphylum:Glomeromycotina;class:Glomeromycetes;;family:Glomeraceae;genus:Rhizophagus
Aspergillus_carbonarius_item_5010,Aspergillus,carbonarius,item_5010,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Exidia_glandulosa_hhb12029,Exidia,glandulosa,hhb12029,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Exidiaceae;genus:Exidia
Puccinia_sorghi,Puccinia,sorghi,,phylum:Basidiomycota;subphylum:Pucciniomycotina;class:Pucciniomycetes;;family:Pucciniaceae;genus:Puccinia
Schizosaccharomyces_octosporus,Schizosaccharomyces,octosporus,,phylum:Ascomycota;subphylum:Taphrinomycotina;class:Schizosaccharomycetes;;family:Schizosaccharomycetaceae;genus:Schizosaccharomyces
Tolypocladium_ophioglossoides_cbs_100239,Tolypocladium,ophioglossoides,cbs_100239,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Ophiocordycipitaceae;genus:Tolypocladium
Histoplasma_capsulatum_g186ar,Histoplasma,capsulatum,g186ar,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Ajellomycetaceae;genus:Histoplasma
Saccharomyces_cerevisiae_yjm1336,Saccharomyces,cerevisiae,yjm1336,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;genus:Saccharomyces
Xanthophyllomyces_dendrorhous,Xanthophyllomyces,dendrorhous,,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Mrakiaceae;genus:Phaffia
Fomitopsis_pinicola_fp_58527_ss1,Fomitopsis,pinicola,fp_58527_ss1,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Agaricomycetes;;family:Fomitopsidaceae;genus:Fomitopsis
Verticillium_dahliae,Verticillium,dahliae,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Sordariomycetes;subclass:Hypocreomycetidae;family:Plectosphaerellaceae;genus:Verticillium
Aspergillus_ochraceoroseus,Aspergillus,ochraceoroseus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Capronia_epimyces_cbs_606_96,Capronia,epimyces,cbs_606_96,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Capronia
Pseudogymnoascus_sp_vkm_f_4519_fw_2642_,Pseudogymnoascus,sp,vkm_f_4519_fw_2642_,phylum:Ascomycota;subphylum:Pezizomycotina;class:Leotiomycetes;;family:Pseudeurotiaceae;genus:Pseudogymnoascus
candida_auris,candida,auris,,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Metschnikowiaceae;genus:Clavispora
Kalmanozyma_brasiliensis_ghg001,Kalmanozyma,brasiliensis,ghg001,phylum:Basidiomycota;subphylum:Ustilaginomycotina;class:Ustilaginomycetes;;family:Ustilaginaceae;genus:Kalmanozyma
Aspergillus_piperis_cbs_112811,Aspergillus,piperis,cbs_112811,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Aspergillus_luchuensis_cbs_106_47,Aspergillus,luchuensis,cbs_106_47,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Eurotiomycetidae;family:Aspergillaceae;genus:Aspergillus
Cryptococcus_gattii_vgiv_ind107,Cryptococcus,gattii,vgiv_ind107,phylum:Basidiomycota;subphylum:Agaricomycotina;class:Tremellomycetes;;family:Cryptococcaceae;genus:Cryptococcus
Puccinia_graminis,Puccinia,graminis,,phylum:Basidiomycota;subphylum:Pucciniomycotina;class:Pucciniomycetes;;family:Pucciniaceae;genus:Puccinia
Clohesyomyces_aquaticus,Clohesyomyces,aquaticus,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Lindgomycetaceae;genus:Clohesyomyces
Saccharomycetaceae_sp_ashbya_aceri_,Saccharomycetaceae,sp,ashbya_aceri_,phylum:Ascomycota;subphylum:Saccharomycotina;class:Saccharomycetes;;family:Saccharomycetaceae;
Exophiala_xenobiotica,Exophiala,xenobiotica,,phylum:Ascomycota;subphylum:Pezizomycotina;class:Eurotiomycetes;subclass:Chaetothyriomycetidae;family:Herpotrichiellaceae;genus:Exophiala
Bipolaris_maydis_c5,Bipolaris,maydis,c5,phylum:Ascomycota;subphylum:Pezizomycotina;class:Dothideomycetes;subclass:Pleosporomycetidae;family:Pleosporaceae;genus:Bipolaris
